37742478$Honest$$LIGHT$[Fairy/effect]$$$$$4$1100$1900$$$$During your Main Phase: You can return this face-up card from the field to the hand. During the Damage Step, when a LIGHT monster you control battles (Quick Effect): You can send this card from your hand to the GY; that monster gains ATK equal to the ATK of the opponent's monster it is battling, until the end of this turn.$$$$$
95956346$Shining Angel$$LIGHT$[Fairy/effect]$$$$$4$1400$800$$$$When this card is destroyed by battle and sent to the Graveyard: You can Special Summon 1 LIGHT monster with 1500 or less ATK from your Deck, in face-up Attack Position.$$$$$
41620959$Dragon Shrine$$SPELL$$$$$$$$$Normal$$$Send 1 Dragon monster from your Deck to the GY, then, if that monster in your GY is a Dragon Normal Monster, you can send 1 more Dragon monster from your Deck to the GY. You can only activate 1 "Dragon Shrine" per turn.$$$$$
87025064$Silver's Cry$$SPELL$$$$$$$$$Quick-Play$$$Target 1 Dragon Normal Monster in your GY; Special Summon that target. You can only activate 1 "Silver's Cry" per turn.$$$$$
17655904$Burst Stream of Destruction$$SPELL$$$$$$$$$Normal$$$If you control "Blue-Eyes White Dragon": Destroy all monsters your opponent controls. "Blue-Eyes White Dragon" you control cannot attack the turn you activate this card.$$$$$
81385346$Stamping Destruction$$SPELL$$$$$$$$$Normal$$$If you control a Dragon monster: Target 1 Spell/Trap on the field; destroy that target, and if you do, inflict 500 damage to its controller.$$$$$
28596933$A Wingbeat of Giant Dragon$$SPELL$$$$$$$$$Normal$$$Return 1 Level 5 or higher Dragon-Type monster you control to the hand, and if you do, destroy all Spell and Trap Cards on the field.$$$$$
38120068$Trade-In$$SPELL$$$$$$$$$Normal$$$Discard 1 Level 8 monster; draw 2 cards.$$$$$
39701395$Cards of Consonance$$SPELL$$$$$$$$$Normal$$$Discard 1 Dragon Tuner with 1000 or less ATK; draw 2 cards.$$$$$
18756904$White Elephant's Gift$$SPELL$$$$$$$$$Normal$$$Send 1 face-up non-Effect Monster you control to the GY; draw 2 cards.$$$$$
2295440$One for One$$SPELL$$$$$$$$$Normal$$$Send 1 monster from your hand to the GY; Special Summon 1 Level 1 monster from your hand or Deck.$$$$$
83764719$Monster Reborn$$SPELL$$$$$$$$$Normal$$$Target 1 monster in either GY; Special Summon it.$$$$$
72549351$Dragonic Tactics$$SPELL$$$$$$$$$Normal$$$Tribute 2 Dragon monsters; Special Summon 1 Level 8 Dragon monster from your Deck.$$$$$
68005187$Soul Exchange$$SPELL$$$$$$$$$Normal$$$Target 1 monster your opponent controls; this turn, if you Tribute a monster, you must Tribute that target, as if you controlled it. You cannot conduct your Battle Phase the turn you activate this card.$$$$$
72302403$Swords of Revealing Light$$SPELL$$$$$$$$$Normal$$$After this card's activation, it remains on the field, but you must destroy it during the End Phase of your opponent's 3rd turn. When this card is activated: If your opponent controls a face-down monster, flip all monsters they control face-up. While this card is face-up on the field, your opponent's monsters cannot declare an attack.$$$$$
98045062$Enemy Controller$$SPELL$$$$$$$$$Quick-Play$$$Activate 1 of these effects.
● Target 1 face-up monster your opponent controls; change that target's battle position.
● Tribute 1 monster, then target 1 face-up monster your opponent controls; take control of that target until the End Phase.$$$$$
13513663$Castle of Dragon Souls$$TRAP$$$$$$$$$Continuous$$$Once per turn: You can banish 1 Dragon monster from your GY, then target 1 monster you control; it gains 700 ATK until the end of this turn (even if this card leaves the field). When this face-up card on the field is sent to the GY: You can target 1 of your banished Dragon monsters; Special Summon that target. You can only control 1 "Castle of Dragon Souls".$$$$$
50078509$Fiendish Chain$$TRAP$$$$$$$$$Continuous$$$Activate this card by targeting 1 Effect Monster on the field; negate the effects of that face-up monster while it is on the field, also that face-up monster cannot attack. When it is destroyed, destroy this card.$$$$$
37390589$Kunai with Chain$$TRAP$$$$$$$$$Normal$$$Activate 1 or both of these effects (simultaneously).
● When an opponent's monster declares an attack: Target the attacking monster; change that target to Defense Position.
● Target 1 face-up monster you control; equip this card to that target. It gains 500 ATK.$$$$$
28378427$Damage Condenser$$TRAP$$$$$$$$$Normal$$$When you take battle damage: Discard 1 card; Special Summon 1 monster from your Deck with ATK less than or equal to the battle damage you took, in face-up Attack Position.$$$$$
97077563$Call of the Haunted$$TRAP$$$$$$$$$Continuous$$$Activate this card by targeting 1 monster in your GY; Special Summon that target in Attack Position. When this card leaves the field, destroy that monster. When that monster is destroyed, destroy this card.$$$$$
94192409$Compulsory Evacuation Device$$TRAP$$$$$$$$$Normal$$$Target 1 monster on the field; return that target to the hand.$$$$$
82382815$Champion's Vigilance$$TRAP$$$$$$$$$Counter$$$If you control a Level 7 or higher Normal Monster, when a monster would be Summoned OR a Spell/Trap Card is activated: Negate the Summon or activation, and if you do, destroy that card.$$$$$
40908371$Azure-Eyes Silver Dragon$$LIGHT$[Dragon/synchro]$$$$$9$2500$3000$$1 Tuner + 1+ non-Tuner Normal Monsters$$If this card is Special Summoned: Until the end of the next turn, neither player can target Dragon monsters you currently control with card effects, also they cannot be destroyed by card effects. Once per turn, during your Standby Phase: You can target 1 Normal Monster in your GY; Special Summon it.$$$$$
