id,name,type,desc,atk,def,level,race,attribute,archetype,image_url,image_path
46986414,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500,2100,7,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/46986418.jpg,GAN_experiments/training_magician/darkmagician/46986418.jpg
46986414,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500,2100,7,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/46986419.jpg,GAN_experiments/training_magician/darkmagician/46986419.jpg
46986414,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500,2100,7,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/36996508.jpg,GAN_experiments/training_magician/darkmagician/36996508.jpg
46986414,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500,2100,7,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/46986420.jpg,GAN_experiments/training_magician/darkmagician/46986420.jpg
46986414,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500,2100,7,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/46986421.jpg,GAN_experiments/training_magician/darkmagician/46986421.jpg
43892408,Dark Magician Girl the Dragon Knight,Fusion Monster,"""Dark Magician Girl"" + 1 Dragon monster
Must be Fusion Summoned with the above Fusion Materials or with ""The Eye of Timaeus"". Once per turn (Quick Effect): You can send 1 card from your hand to the GY, then target 1 face-up card on the field; destroy that target.",2600,1700,7,Dragon,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/43892408.jpg,GAN_experiments/training_magician/darkmagician/43892408.jpg
43892408,Dark Magician Girl the Dragon Knight,Fusion Monster,"""Dark Magician Girl"" + 1 Dragon monster
Must be Fusion Summoned with the above Fusion Materials or with ""The Eye of Timaeus"". Once per turn (Quick Effect): You can send 1 card from your hand to the GY, then target 1 face-up card on the field; destroy that target.",2600,1700,7,Dragon,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/43892409.jpg,GAN_experiments/training_magician/darkmagician/43892409.jpg
50725996,Dark Magician Knight,Effect Monster,"Cannot be Normal Summoned/Set. Must be Special Summoned with ""Knight's Title"" and cannot be Special Summoned by other ways. When this card is Special Summoned: Target 1 card on the field; destroy that target.",2500,2100,7,Warrior,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/50725996.jpg,GAN_experiments/training_magician/darkmagician/50725996.jpg
40737112,Dark Magician of Chaos,Effect Monster,"During the End Phase, if this card was Normal or Special Summoned this turn: You can target 1 Spell in your GY; add it to your hand. You can only use this effect of ""Dark Magician of Chaos"" once per turn. If this card destroys an opponent's monster by battle, after damage calculation: Banish that opponent's monster. If this face-up card would leave the field, banish it instead.",2800,2600,8,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/40737112.jpg,GAN_experiments/training_magician/darkmagician/40737112.jpg
41721210,Dark Magician the Dragon Knight,Fusion Monster,"""Dark Magician"" + 1 Dragon monster
This card's name becomes ""Dark Magician"" while on the field or in the GY. Your opponent cannot target Spells/Traps you control with card effects, also they cannot be destroyed by your opponent's card effects.",3000,2500,8,Dragon,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/41721210.jpg,GAN_experiments/training_magician/darkmagician/41721210.jpg
101205006,Dark Magician the Ebon Sorcerer,Effect Monster,"This card's name becomes ""Dark Magician"" while in the Monster Zone. You can only use each of the following effects of ""Dark Magician the Ebon Sorcerer"" once per turn. If ""Shining Sarcophagus"" is on the field: You can Special Summon this card from your hand. If this card is destroyed by card effect and a Level 5 or higher monster is on the field: You can Special Summon this card, then you can Set 1 Spell/Trap that mentions ""Dark Magician"" directly from your Deck.",2500,2100,7,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/101205006.jpg,GAN_experiments/training_magician/darkmagician/101205006.jpg
5829717,Dark Magician the Knight of Dragon Magic,Fusion Monster,"""Dark Magician"" + 1 Level 7 or higher Dragon or Warrior monster
If your monster attacks a Defense Position monster, inflict piercing battle damage to your opponent. Once per turn, when your monster destroys an opponent's monster by battle: You can inflict damage to your opponent equal to the destroyed monster's original ATK. If this card is destroyed: You can Special Summon both 1 ""Dark Magician"" and 1 ""Gaia the Dragon Champion"" from your hand, Deck, Extra Deck, and/or GY.",2900,2400,8,Dragon,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/5829717.jpg,GAN_experiments/training_magician/darkmagician/5829717.jpg
98502113,Dark Paladin,Fusion Monster,"""Dark Magician"" + ""Buster Blader""
Must be Fusion Summoned. When a Spell Card is activated (Quick Effect): You can discard 1 card; negate the activation, and if you do, destroy it. This card must be face-up on the field to activate and to resolve this effect. Gains 500 ATK for each Dragon monster on the field and in the GY.",2900,2400,8,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/98502113.jpg,GAN_experiments/training_magician/darkmagician/98502113.jpg
98502113,Dark Paladin,Fusion Monster,"""Dark Magician"" + ""Buster Blader""
Must be Fusion Summoned. When a Spell Card is activated (Quick Effect): You can discard 1 card; negate the activation, and if you do, destroy it. This card must be face-up on the field to activate and to resolve this effect. Gains 500 ATK for each Dragon monster on the field and in the GY.",2900,2400,8,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/98502114.jpg,GAN_experiments/training_magician/darkmagician/98502114.jpg
98502113,Dark Paladin,Fusion Monster,"""Dark Magician"" + ""Buster Blader""
Must be Fusion Summoned. When a Spell Card is activated (Quick Effect): You can discard 1 card; negate the activation, and if you do, destroy it. This card must be face-up on the field to activate and to resolve this effect. Gains 500 ATK for each Dragon monster on the field and in the GY.",2900,2400,8,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/98502115.jpg,GAN_experiments/training_magician/darkmagician/98502115.jpg
92377303,Dark Sage,Effect Monster,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand or Deck) by Tributing 1 ""Dark Magician"" immediately after applying the effect of ""Time Wizard"" in which you called the coin toss right. When Special Summoned this way: Add 1 Spell Card from your Deck to your hand.",2800,3200,9,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/92377303.jpg,GAN_experiments/training_magician/darkmagician/92377303.jpg
12266229,Illusion of Chaos,Ritual Effect Monster,"You can Ritual Summon this card with ""Chaos Form"". You can reveal this card in your hand; add 1 ""Dark Magician"", or 1 non-Ritual Monster that mentions it, from your Deck to your hand, then place 1 card from your hand on top of the Deck. When your opponent activates a monster effect (Quick Effect): You can return this card to the hand, and if you do, Special Summon 1 ""Dark Magician"" from your GY, and if you do that, negate that activated effect. You can only use each effect of ""Illusion of Chaos"" once per turn.",2100,2500,7,Spellcaster,DARK,Chaos,https://images.ygoprodeck.com/images/cards_cropped/12266229.jpg,GAN_experiments/training_magician/darkmagician/12266229.jpg
47963370,Magician of Chaos,Ritual Effect Monster,"You can Ritual Summon this card with ""Chaos Form"". This card's name becomes ""Dark Magician"" while on the field or in the GY. Once per turn, when a Spell/Trap Card or effect is activated (Quick Effect): You can target 1 card on the field; destroy it. If this Ritual Summoned card is destroyed by battle or card effect: You can Special Summon 1 ""Chaos"" or ""Black Luster Soldier"" Ritual Monster from your hand, except ""Magician of Chaos"", ignoring its Summoning conditions.",2500,2100,7,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/47963370.jpg,GAN_experiments/training_magician/darkmagician/47963370.jpg
35191415,Magician of Dark Illusion,Effect Monster,"This card's name becomes ""Dark Magician"" while on the field. You can only use each of these effects of ""Magician of Dark Illusion"" once per turn.
● During your opponent's turn, if you activate a Spell/Trap Card or effect (except during the Damage Step): You can Special Summon this card from your hand.
● If you activate a Spell/Trap Card or effect while this card is face-up on your field (except during the Damage Step): You can target 1 ""Dark Magician"" in your GY; Special Summon it. This effect can only be used once while this card is face-up on the field.",2100,2500,7,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/35191415.jpg,GAN_experiments/training_magician/darkmagician/35191415.jpg
71696014,Magician's Robe,Effect Monster,"During your opponent's turn (Quick Effect): You can discard 1 Spell/Trap; Special Summon 1 ""Dark Magician"" from your Deck. During your opponent's turn, if you activate a Spell/Trap Card or effect while this card is in your GY (except during the Damage Step): You can Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Magician's Robe"" once per turn.",700,2000,2,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/71696014.jpg,GAN_experiments/training_magician/darkmagician/71696014.jpg
7084129,Magician's Rod,Effect Monster,"When this card is Normal Summoned: You can add 1 Spell/Trap from your Deck to your hand, that specifically lists the card ""Dark Magician"" in its text. During your opponent's turn, if you activate a Spell/Trap Card or effect while this card is in your GY (except during the Damage Step): You can Tribute 1 Spellcaster monster; add this card to your hand. You can only use each effect of ""Magician's Rod"" once per turn.",1600,100,3,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/7084129.jpg,GAN_experiments/training_magician/darkmagician/7084129.jpg
97631303,Magicians' Souls,Effect Monster,"You can send up to 2 Spells/Traps from your hand and/or field to the GY; draw that many cards. If this card is in your hand: You can send 1 Level 6 or higher Spellcaster monster from your Deck to the GY, then activate 1 of these effects;
● Special Summon this card.
● Send this card to the GY, then, you can Special Summon 1 ""Dark Magician"" or 1 ""Dark Magician Girl"" from your GY.
You can only use each effect of ""Magicians' Souls"" once per turn.",0,0,1,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/97631303.jpg,GAN_experiments/training_magician/darkmagician/97631303.jpg
31699677,Magikuriboh,Effect Monster,"During the Main or Battle Phase, if you took damage by battle or an opponent's card effect this turn (Quick Effect): You can send this card from your hand to the GY; Special Summon 1 ""Dark Magician"" or 1 ""Dark Magician Girl"" from your Deck or GY. If a face-up Spellcaster monster(s) you control is destroyed by battle or an opponent's card effect: You can add this card from the GY to your hand. You can only use each effect of ""Magikuriboh"" once per turn.",300,200,1,Fiend,DARK,Kuriboh,https://images.ygoprodeck.com/images/cards_cropped/31699677.jpg,GAN_experiments/training_magician/darkmagician/31699677.jpg
85059922,Master of Chaos,Fusion Monster,"""Dark Magician"" + 1 ""Chaos"" or ""Black Luster Soldier"" Ritual Monster
If this card is Fusion Summoned: You can target 1 LIGHT or DARK monster in your GY; Special Summon it. You can Tribute 1 LIGHT and 1 DARK monster; banish all monsters your opponent controls. If this Fusion Summoned card is destroyed by battle or card effect: You can target 1 Spell in your GY; add it to your hand. You can only use each effect of ""Master of Chaos"" once per turn.",3000,2500,8,Spellcaster,DARK,Chaos,https://images.ygoprodeck.com/images/cards_cropped/85059922.jpg,GAN_experiments/training_magician/darkmagician/85059922.jpg
71703785,Palladium Oracle Mahad,Effect Monster,"When you draw this card: You can reveal this card; Special Summon it from your hand. If this card battles a DARK monster, its ATK is doubled during the Damage Step only. If this card is destroyed by battle or card effect: You can Special Summon 1 ""Dark Magician"" from your hand, Deck, or Graveyard.",2500,2100,7,Spellcaster,LIGHT,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/71703785.jpg,GAN_experiments/training_magician/darkmagician/71703785.jpg
42006475,Palladium Oracle Mana,Effect Monster,"When your opponent activates a card or effect that targets 1 Spellcaster monster you control (and no other cards), while this card is in your hand or GY (Quick Effect): You can Special Summon this card. You can only use this effect of ""Palladium Oracle Mana"" once per turn. Level 7 or higher Spellcaster monsters you control cannot be destroyed by card effects. If this card is destroyed by battle or card effect: You can Special Summon 1 ""Dark Magician Girl"" from your hand, Deck, or GY.",2000,1700,6,Spellcaster,LIGHT,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/42006475.jpg,GAN_experiments/training_magician/darkmagician/42006475.jpg
37818794,Red-Eyes Dark Dragoon,Fusion Monster,"""Dark Magician"" + ""Red-Eyes Black Dragon"" or 1 Dragon Effect Monster
Cannot be destroyed by card effects. Neither player can target this card with card effects. During your Main Phase: You can destroy 1 monster your opponent controls, and if you do, inflict damage to your opponent equal to that monster's original ATK. You can use this effect a number of times per turn up to the number of Normal Monsters used as Fusion Material for this card. Once per turn, when a card or effect is activated (Quick Effect): You can discard 1 card; negate the activation, and if you do, destroy that card, and if you do that, this card gains 1000 ATK.",3000,2500,8,Spellcaster,DARK,Red-Eyes,https://images.ygoprodeck.com/images/cards_cropped/37818794.jpg,GAN_experiments/training_magician/darkmagician/37818794.jpg
73752131,Skilled Dark Magician,Effect Monster,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell resolves (max. 3). You can Tribute this card with 3 Spell Counters on it; Special Summon 1 ""Dark Magician"" from your hand, Deck, or GY.",1900,1700,4,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/73752131.jpg,GAN_experiments/training_magician/darkmagician/73752131.jpg
50237654,The Dark Magicians,Fusion Monster,"""Dark Magician"" or ""Dark Magician Girl"" + 1 Spellcaster monster
Once per turn, if a Spell/Trap Card or effect is activated (except during the Damage Step): You can draw 1 card, then if it was a Spell/Trap, you can Set it, and if it was a Trap or Quick-Play Spell, you can activate it this turn. If this card is destroyed: You can Special Summon both 1 ""Dark Magician"" and 1 ""Dark Magician Girl"" from your hand, Deck, and/or GY.",2800,2300,8,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/50237654.jpg,GAN_experiments/training_magician/darkmagician/50237654.jpg
3078380,Timaeus the United Dragon,Effect Monster,"You can send 1 Spellcaster monster, or 1 Spell/Trap that mentions ""Dark Magician"", from your hand or face-up field to the GY; Special Summon this card from your hand. During your Main Phase: You can Fusion Summon 1 Fusion Monster from your Extra Deck, using monsters from your hand or field as material, including a Spellcaster monster. You can only use each effect of ""Timaeus the United Dragon"" once per turn.",2800,1800,8,Dragon,LIGHT,Legendary Knight,https://images.ygoprodeck.com/images/cards_cropped/3078380.jpg,GAN_experiments/training_magician/darkmagician/3078380.jpg
21296502,Toon Dark Magician,Toon Monster,"Cannot attack the turn it is Summoned. While you control ""Toon World"" and your opponent controls no Toon monsters, this card can attack your opponent directly. Once per turn: You can discard 1 ""Toon"" card, then activate 1 of these effects;
● Special Summon 1 Toon monster from your Deck, except ""Toon Dark Magician"", ignoring its Summoning conditions.
● Add 1 ""Toon"" Spell/Trap from your Deck to your hand.",2500,2100,7,Spellcaster,DARK,Toon,https://images.ygoprodeck.com/images/cards_cropped/21296502.jpg,GAN_experiments/training_magician/darkmagician/21296502.jpg
90960358,Toon Dark Magician Girl,Toon Monster,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) by Tributing 1 monster, while you control ""Toon World"". If ""Toon World"" on the field is destroyed, destroy this card. Can attack your opponent directly, unless they control a Toon monster, in which case this card must target a Toon monster for its attacks. Gains 300 ATK for every ""Dark Magician"" or ""Magician of Black Chaos"" in either player's GY.",2000,1700,6,Spellcaster,DARK,Toon,https://images.ygoprodeck.com/images/cards_cropped/90960358.jpg,GAN_experiments/training_magician/darkmagician/90960358.jpg
