id,name,type,desc,atk,def,level,race,attribute,archetype,image_url,image_path
111280,Dark Magic Expanded,Spell Card,"Apply these effects in sequence, based on the number of ""Dark Magician"" and/or ""Dark Magician Girl"" on the field and in the GYs.
● 1+: 1 DARK Spellcaster monster on the field gains 1000 ATK until the end of this turn.
● 2+: This turn, your opponent cannot activate cards and effects in response to your Spell/Trap Card or effect activation, also Spells/Traps you control cannot be destroyed by your opponent's card effects.
● 3+: DARK Spellcaster monsters you currently control are unaffected by your opponent's card effects, until the end of this turn.",0,0,0,Quick-Play,Unknown,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/111280.jpg,GAN_experiments/training_magician/darkmagician/111280.jpg
101205069,Dark Magic Mirror Force,Trap Card,"When an opponent's monster declares an attack, or an opponent's monster effect is activated that would destroy a monster(s) on the field, and a monster that mentions ""Shining Sarcophagus"" is on the field: The first time each monster you control that mentions ""Shining Sarcophagus"" would be destroyed by battle or card effect for the rest of this turn after this card resolves, it is not destroyed, also destroy as many opponent's Attack Position monsters as possible, then, if you control ""Dark Magician"", inflict 500 damage to them for each monster destroyed.",0,0,0,Normal,Unknown,Shining Sarcophagus,https://images.ygoprodeck.com/images/cards_cropped/101205069.jpg,GAN_experiments/training_magician/darkmagician/101205069.jpg
70168345,Dark Magic Twin Burst,Spell Card,"Target 1 ""Dark Magician"" you control; it gains ATK equal to the combined ATK of all ""Dark Magician Girl"" currently on the field and in the GYs, until the end of this turn. You can only activate 1 ""Dark Magic Twin Burst"" per turn.",0,0,0,Normal,Unknown,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/70168345.jpg,GAN_experiments/training_magician/darkmagician/70168345.jpg
47222536,Dark Magical Circle,Spell Card,"When this card is activated: Look at the top 3 cards of your Deck, then you can reveal 1 ""Dark Magician"" or 1 Spell/Trap that specifically lists the card ""Dark Magician"" in its text, among them, and add it to your hand, also place the remaining cards on top of your Deck in any order. If ""Dark Magician"" is Normal or Special Summoned to your field (except during the Damage Step): You can target 1 card your opponent controls; banish it. You can only use each effect of ""Dark Magical Circle"" once per turn.",0,0,0,Continuous,Unknown,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/47222536.jpg,GAN_experiments/training_magician/darkmagician/47222536.jpg
46986414,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500,2100,7,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/46986414.jpg,GAN_experiments/training_magician/darkmagician/46986414.jpg
46986414,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500,2100,7,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/46986415.jpg,GAN_experiments/training_magician/darkmagician/46986415.jpg
46986414,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500,2100,7,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/46986416.jpg,GAN_experiments/training_magician/darkmagician/46986416.jpg
46986414,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500,2100,7,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/46986417.jpg,GAN_experiments/training_magician/darkmagician/46986417.jpg
46986414,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500,2100,7,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/46986418.jpg,GAN_experiments/training_magician/darkmagician/46986418.jpg
46986414,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500,2100,7,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/46986419.jpg,GAN_experiments/training_magician/darkmagician/46986419.jpg
46986414,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500,2100,7,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/36996508.jpg,GAN_experiments/training_magician/darkmagician/36996508.jpg
46986414,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500,2100,7,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/46986420.jpg,GAN_experiments/training_magician/darkmagician/46986420.jpg
46986414,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500,2100,7,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/46986421.jpg,GAN_experiments/training_magician/darkmagician/46986421.jpg
43892408,Dark Magician Girl the Dragon Knight,Fusion Monster,"""Dark Magician Girl"" + 1 Dragon monster
Must be Fusion Summoned with the above Fusion Materials or with ""The Eye of Timaeus"". Once per turn (Quick Effect): You can send 1 card from your hand to the GY, then target 1 face-up card on the field; destroy that target.",2600,1700,7,Dragon,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/43892408.jpg,GAN_experiments/training_magician/darkmagician/43892408.jpg
43892408,Dark Magician Girl the Dragon Knight,Fusion Monster,"""Dark Magician Girl"" + 1 Dragon monster
Must be Fusion Summoned with the above Fusion Materials or with ""The Eye of Timaeus"". Once per turn (Quick Effect): You can send 1 card from your hand to the GY, then target 1 face-up card on the field; destroy that target.",2600,1700,7,Dragon,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/43892409.jpg,GAN_experiments/training_magician/darkmagician/43892409.jpg
50725996,Dark Magician Knight,Effect Monster,"Cannot be Normal Summoned/Set. Must be Special Summoned with ""Knight's Title"" and cannot be Special Summoned by other ways. When this card is Special Summoned: Target 1 card on the field; destroy that target.",2500,2100,7,Warrior,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/50725996.jpg,GAN_experiments/training_magician/darkmagician/50725996.jpg
40737112,Dark Magician of Chaos,Effect Monster,"During the End Phase, if this card was Normal or Special Summoned this turn: You can target 1 Spell in your GY; add it to your hand. You can only use this effect of ""Dark Magician of Chaos"" once per turn. If this card destroys an opponent's monster by battle, after damage calculation: Banish that opponent's monster. If this face-up card would leave the field, banish it instead.",2800,2600,8,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/40737112.jpg,GAN_experiments/training_magician/darkmagician/40737112.jpg
41721210,Dark Magician the Dragon Knight,Fusion Monster,"""Dark Magician"" + 1 Dragon monster
This card's name becomes ""Dark Magician"" while on the field or in the GY. Your opponent cannot target Spells/Traps you control with card effects, also they cannot be destroyed by your opponent's card effects.",3000,2500,8,Dragon,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/41721210.jpg,GAN_experiments/training_magician/darkmagician/41721210.jpg
101205006,Dark Magician the Ebon Sorcerer,Effect Monster,"This card's name becomes ""Dark Magician"" while in the Monster Zone. You can only use each of the following effects of ""Dark Magician the Ebon Sorcerer"" once per turn. If ""Shining Sarcophagus"" is on the field: You can Special Summon this card from your hand. If this card is destroyed by card effect and a Level 5 or higher monster is on the field: You can Special Summon this card, then you can Set 1 Spell/Trap that mentions ""Dark Magician"" directly from your Deck.",2500,2100,7,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/101205006.jpg,GAN_experiments/training_magician/darkmagician/101205006.jpg
5829717,Dark Magician the Knight of Dragon Magic,Fusion Monster,"""Dark Magician"" + 1 Level 7 or higher Dragon or Warrior monster
If your monster attacks a Defense Position monster, inflict piercing battle damage to your opponent. Once per turn, when your monster destroys an opponent's monster by battle: You can inflict damage to your opponent equal to the destroyed monster's original ATK. If this card is destroyed: You can Special Summon both 1 ""Dark Magician"" and 1 ""Gaia the Dragon Champion"" from your hand, Deck, Extra Deck, and/or GY.",2900,2400,8,Dragon,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/5829717.jpg,GAN_experiments/training_magician/darkmagician/5829717.jpg
98502113,Dark Paladin,Fusion Monster,"""Dark Magician"" + ""Buster Blader""
Must be Fusion Summoned. When a Spell Card is activated (Quick Effect): You can discard 1 card; negate the activation, and if you do, destroy it. This card must be face-up on the field to activate and to resolve this effect. Gains 500 ATK for each Dragon monster on the field and in the GY.",2900,2400,8,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/98502113.jpg,GAN_experiments/training_magician/darkmagician/98502113.jpg
98502113,Dark Paladin,Fusion Monster,"""Dark Magician"" + ""Buster Blader""
Must be Fusion Summoned. When a Spell Card is activated (Quick Effect): You can discard 1 card; negate the activation, and if you do, destroy it. This card must be face-up on the field to activate and to resolve this effect. Gains 500 ATK for each Dragon monster on the field and in the GY.",2900,2400,8,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/98502114.jpg,GAN_experiments/training_magician/darkmagician/98502114.jpg
98502113,Dark Paladin,Fusion Monster,"""Dark Magician"" + ""Buster Blader""
Must be Fusion Summoned. When a Spell Card is activated (Quick Effect): You can discard 1 card; negate the activation, and if you do, destroy it. This card must be face-up on the field to activate and to resolve this effect. Gains 500 ATK for each Dragon monster on the field and in the GY.",2900,2400,8,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/98502115.jpg,GAN_experiments/training_magician/darkmagician/98502115.jpg
92377303,Dark Sage,Effect Monster,"Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand or Deck) by Tributing 1 ""Dark Magician"" immediately after applying the effect of ""Time Wizard"" in which you called the coin toss right. When Special Summoned this way: Add 1 Spell Card from your Deck to your hand.",2800,3200,9,Spellcaster,DARK,Dark Magician,https://images.ygoprodeck.com/images/cards_cropped/92377303.jpg,GAN_experiments/training_magician/darkmagician/92377303.jpg
22634473,Destined Rivals,Trap Card,"If you control ""Blue-Eyes White Dragon"" or ""Dark Magician"": Negate the effects of all face-up monsters your opponent currently controls, until the end of this turn. You can only activate 1 ""Destined Rivals"" per turn.",0,0,0,Normal,Unknown,Unknown,https://images.ygoprodeck.com/images/cards_cropped/22634473.jpg,GAN_experiments/training_magician/darkmagician/22634473.jpg
88757791,Dharma-Eye Magician,Pendulum Effect Monster,"[ Pendulum Effect ] 
Once per turn: You can reveal 1 Pendulum Monster in your hand, then target 1 ""Magician"" card in your Pendulum Zone; that target's Pendulum Scale becomes the same as the revealed Pendulum Monster's, until the end of this turn (even if this card leaves the field).
[ Monster Effect ] 
While this Pendulum Summoned card is on the field, ""Magician"" Pendulum Monsters you control cannot be destroyed by your opponent's card effects during the turn this card was Pendulum Summoned.",2000,2500,7,Spellcaster,LIGHT,Magician,https://images.ygoprodeck.com/images/cards_cropped/88757791.jpg,GAN_experiments/training_magician/darkmagician/88757791.jpg
76446915,Disk Magician,Normal Monster,This monster hides in a saucer and only appears when executing an attack.,1350,1000,4,Machine,DARK,Unknown,https://images.ygoprodeck.com/images/cards_cropped/76446915.jpg,GAN_experiments/training_magician/darkmagician/76446915.jpg
58369990,Doomstar Magician,Effect Monster,"Once per turn: You can discard 1 card, then target 1 card in either player's Pendulum Zone; destroy that card, and if you do, draw 1 card.",1800,300,4,Spellcaster,DARK,Magician,https://images.ygoprodeck.com/images/cards_cropped/58369990.jpg,GAN_experiments/training_magician/darkmagician/58369990.jpg
49684352,Double Iris Magician,Pendulum Effect Monster,"[ Pendulum Effect ] 
Once per turn: You can target 1 DARK Spellcaster-Type monster you control; apply this effect to it, then destroy this card. Once applied, double any battle damage that monster inflicts to your opponent this turn if it battles an opponent's monster.
[ Monster Effect ] 
(This card is always treated as a ""Pendulum Dragon"" card.)
If this card is destroyed by battle or card effect: You can add 1 ""Pendulumgraph"" card from your Deck to your hand.",1500,1000,4,Spellcaster,DARK,Magician,https://images.ygoprodeck.com/images/cards_cropped/49684352.jpg,GAN_experiments/training_magician/darkmagician/49684352.jpg
72167543,Downerd Magician,XYZ Monster,"2 Level 4 Spellcaster-Type monsters
During your Main Phase 2, you can also Xyz Summon this card by using a Rank 3 or lower Xyz Monster you control as the Xyz Material. (Xyz Materials attached to that monster also become Xyz Materials on this card.) This card gains 200 ATK for each Xyz Material attached to it. If this card attacks a Defense Position monster, inflict piercing battle damage to your opponent. If this card attacked or was attacked, after damage calculation: Detach 1 Xyz Material from this card.",2100,200,4,Spellcaster,DARK,Unknown,https://images.ygoprodeck.com/images/cards_cropped/72167543.jpg,GAN_experiments/training_magician/darkmagician/72167543.jpg
45667991,Dragoncaller Magician,Pendulum Effect Monster,"[ Pendulum Effect ] 
Once per turn: You can target 1 face-up monster on the field; it becomes Dragon-Type until the end of your opponent's turn (even if this card leaves the field).
[ Monster Effect ] 
Once per turn: You can make this card become Dragon-Type until the end of this turn. A monster that was Fusion, Synchro, or Xyz Summoned using this card on the field as Material gains this effect.
● If this card battles a Dragon-Type monster, this card's ATK becomes double its original ATK during the Damage Step only.",2400,1000,7,Spellcaster,DARK,Magician,https://images.ygoprodeck.com/images/cards_cropped/45667991.jpg,GAN_experiments/training_magician/darkmagician/45667991.jpg
51531505,Dragonpit Magician,Pendulum Normal Monster,"[ Pendulum Effect ] 
Once per turn, if you have a ""Magician"" card in your other Pendulum Zone: You can discard 1 Pendulum Monster, then target 1 Spell/Trap Card on the field; destroy it.
[ Monster Effect ] 
''This gifted magician can awaken the energy stored in the deep places of the earth, known as the Pits of the Dragon. His stoic approach wins him few friends, and he often bends to the desires of his pupil.''",900,2700,7,Spellcaster,WATER,Magician,https://images.ygoprodeck.com/images/cards_cropped/51531505.jpg,GAN_experiments/training_magician/darkmagician/51531505.jpg
15146890,Dragonpulse Magician,Pendulum Normal Monster,"[ Pendulum Effect ] 
Once per turn, if you have a ""Magician"" card in your other Pendulum Zone: You can discard 1 Pendulum Monster, then target 1 face-up monster on the field; destroy it.
[ Monster Effect ] 
''This boy magician has the gift of seeing the natural lines of energy that run through the earth, which his people call the Pulse of the Dragon. His exuberance and skill put him in high regard with his mentor, the ""Dragonpit Magician"".''",1800,900,4,Spellcaster,EARTH,Magician,https://images.ygoprodeck.com/images/cards_cropped/15146890.jpg,GAN_experiments/training_magician/darkmagician/15146890.jpg
