id,name,type,desc,atk,def,level,race,attribute,archetype,image_url,image_path,file_name,image_id
47741109,Sylvan Snapdrassinagon,Effect Monster,"If this card is sent from the field or the hand to the Graveyard: You can excavate the top card of your Deck, and if it is a Plant-Type monster, send it to the Graveyard. Otherwise, place it on the bottom of your Deck. If this card is excavated from the Deck and sent to the Graveyard by a card effect: You can excavate the top card of your Deck, and if it is a Plant-Type monster, send it to the Graveyard. Otherwise, place it on the bottom of your Deck.",900,400,1,Plant,DARK,Sylvan,https://images.ygoprodeck.com/images/cards_cropped/47741109.jpg,training_data_final/sampled_training_images/47741109.jpg,47741109.jpg,47741109.jpg
18036057,Airknight Parshath,Effect Monster,"If this card attacks a Defense Position monster, inflict piercing battle damage. If this card inflicts battle damage to your opponent: Draw 1 card.",1900,1400,5,Fairy,LIGHT,Parshath,https://images.ygoprodeck.com/images/cards_cropped/18036057.jpg,training_data_final/sampled_training_images/18036057.jpg,18036057.jpg,18036057.jpg
60434101,Fabled Gallabas,Effect Monster,You can discard 1 card to the Graveyard to select and destroy 1 face-up monster your opponent controls with DEF less than or equal to this card's ATK.,1500,800,4,Fiend,LIGHT,Fabled,https://images.ygoprodeck.com/images/cards_cropped/60434101.jpg,training_data_final/sampled_training_images/60434101.jpg,60434101.jpg,60434101.jpg
63748694,Gunkan Suship Shari Red,Effect Monster,"This card's name becomes ""Gunkan Suship Shari"" while in the hand, Deck, GY, or on the field. You can only use the following effect of ""Gunkan Suship Shari Red"" once per turn. You can reveal 1 other ""Gunkan Suship Shari"" in your hand; Special Summon this card from your hand, then you can apply this effect.
● Special Summon 1 ""Gunkan"" monster from your Deck, except ""Gunkan Suship Shari"", but negate its effects (if any), then, Special Summon from your Extra Deck, 1 Xyz Monster that mentions that Special Summoned monster's name, using that monster and this card as material. (This is treated as an Xyz Summon.)",0,2000,4,Aqua,FIRE,Gunkan,https://images.ygoprodeck.com/images/cards_cropped/63748694.jpg,training_data_final/sampled_training_images/63748694.jpg,63748694.jpg,63748694.jpg
10032958,Divine Dragon - Excelion,Effect Monster,"When this card is Normal Summoned, it gets 1 of the following effects for each ""Divine Dragon - Excelion"" in your Graveyard when this effect resolves (your choice). These effects cannot accumulate. ● This card gains 1000 ATK. ● If this card destroys an opponent's monster by battle, it can attack once again in a row. ● When this card destroys a monster by battle and sends it to the Graveyard, inflict damage to your opponent equal to the ATK of the destroyed monster.",1500,900,5,Dragon,LIGHT,Unknown,https://images.ygoprodeck.com/images/cards_cropped/10032958.jpg,training_data_final/sampled_training_images/10032958.jpg,10032958.jpg,10032958.jpg
39761138,Neo Flamvell Shaman,Effect Monster,"If this card destroys an opponent's monster by battle while you have 3 or more ""Flamvell"" monsters in your Graveyard, select 1 card in your opponent's Graveyard and remove it from play. If your opponent does not have any Spell Cards in their Graveyard when this effect activates, inflict 500 damage to your opponent.",1700,200,3,Pyro,FIRE,Flamvell,https://images.ygoprodeck.com/images/cards_cropped/39761138.jpg,training_data_final/sampled_training_images/39761138.jpg,39761138.jpg,39761138.jpg
45702357,Reversible Beetle,Effect Monster,"FLIP: Shuffle this card, and any face-up monsters in its column, into the Deck(s).
If this card is Normal or Special Summoned: Change this card, and any monsters in its column, to face-down Defense Position. You can only use each effect of ""Reversible Beetle"" once per turn.",1100,1500,3,Insect,EARTH,Unknown,https://images.ygoprodeck.com/images/cards_cropped/45702357.jpg,training_data_final/sampled_training_images/45702357.jpg,45702357.jpg,45702357.jpg
73810864,Live☆Twin Lil-la,Effect Monster,"Your opponent must pay 500 LP to declare an attack. If this card is Normal or Special Summoned and you control no other monsters: You can Special Summon 1 ""Ki-sikil"" monster from your hand or Deck. You can only use this effect of ""Live☆Twin Lil-la"" once per turn.",500,0,2,Cyberse,DARK,Live☆Twin,https://images.ygoprodeck.com/images/cards_cropped/73810864.jpg,training_data_final/sampled_training_images/73810864.jpg,73810864.jpg,73810864.jpg
4807253,Performage Flame Eater,Effect Monster,"During either player's turn, when a card or effect is activated that would inflict damage to you: You can activate this effect; you cannot Special Summon monsters for the rest of this turn, except ""Performage"" monsters, also Special Summon this card from your hand, and if you do, make that effect damage to you 0. If Summoned this way, banish it when it leaves the field. If this card is Normal or Special Summoned: Each player takes 500 damage.",1200,1600,4,Spellcaster,FIRE,Performage,https://images.ygoprodeck.com/images/cards_cropped/4807253.jpg,training_data_final/sampled_training_images/4807253.jpg,4807253.jpg,4807253.jpg
17643265,Double Shark,Effect Monster,When this card is Normal Summoned: You can reduce the Levels of all Level 4 Fish-Type monsters you currently control by 1. This card can make a second attack during each Battle Phase.,1200,1600,4,Fish,WATER,Unknown,https://images.ygoprodeck.com/images/cards_cropped/17643265.jpg,training_data_final/sampled_training_images/17643265.jpg,17643265.jpg,17643265.jpg
11232355,Destructotron,Effect Monster,"During the End Phase, if this card is the only Psychic-Type monster you control: Destroy it. You can pay 1000 LP, then target 1 Set Spell/Trap Card your opponent controls; destroy that target.",1600,400,4,Psychic,EARTH,Unknown,https://images.ygoprodeck.com/images/cards_cropped/11232355.jpg,training_data_final/sampled_training_images/11232355.jpg,11232355.jpg,11232355.jpg
43583400,Antialian,Effect Monster,"Once per turn, if this card battled a monster this Battle Phase, you can (Quick Effect): Immediately after this effect resolves, Normal Summon 1 Cyberse monster. If this face-up card you control leaves the field because of an opponent's card effect: Draw 1 card.",1900,600,4,Cyberse,EARTH,Anti,https://images.ygoprodeck.com/images/cards_cropped/43583400.jpg,training_data_final/sampled_training_images/43583400.jpg,43583400.jpg,43583400.jpg
25727454,Master Craftsman Gamil,Effect Monster,"During the Damage Step, when a face-up monster you control battles (Quick Effect): You can send this card from your hand to the GY; that monster gains 300 ATK until the end of this turn.",200,200,2,Pyro,FIRE,Unknown,https://images.ygoprodeck.com/images/cards_cropped/25727454.jpg,training_data_final/sampled_training_images/25727454.jpg,25727454.jpg,25727454.jpg
168917,Vylon Hept,Effect Monster,"Once per turn: You can target 1 ""Vylon"" Monster Card you control that is an Equip Card; Special Summon that target in face-up Defense Position. Banish it when it leaves the field.",1800,800,4,Fairy,LIGHT,Vylon,https://images.ygoprodeck.com/images/cards_cropped/168917.jpg,training_data_final/sampled_training_images/168917.jpg,168917.jpg,168917.jpg
23619206,"Simorgh, Bird of Calamity",Effect Monster,"When this card is Normal Summoned: You can send 1 ""Simorgh"" card from your Deck to the GY, except ""Simorgh, Bird of Calamity"". If this card is in your GY and your opponent controls no cards in their Spell & Trap Zone: You can Special Summon this card in Defense Position, but banish it when it leaves the field, also you cannot Special Summon monsters for the rest of this turn, except Winged Beast monsters. You can only use each effect of ""Simorgh, Bird of Calamity"" once per turn.",1500,200,3,Winged Beast,WIND,Simorgh,https://images.ygoprodeck.com/images/cards_cropped/23619206.jpg,training_data_final/sampled_training_images/23619206.jpg,23619206.jpg,23619206.jpg
7161742,Predaplant Cordyceps,Effect Monster,"During your Standby Phase: You can banish this card from your Graveyard, then target 2 Level 4 or lower ""Predaplant"" monsters in your Graveyard; Special Summon them, also, for the rest of this turn, you cannot Special Summon monsters, except Fusion Monsters, nor Normal Summon/Set any monsters.",0,0,1,Plant,DARK,Predaplant,https://images.ygoprodeck.com/images/cards_cropped/7161742.jpg,training_data_final/sampled_training_images/7161742.jpg,7161742.jpg,7161742.jpg
68670547,Paladin of the Cursed Dragon,Effect Monster,"Once per turn: You can target 1 Level 4 or lower Zombie monster in your opponent's GY, that was destroyed by battle; Special Summon that target.",1900,1200,4,Zombie,LIGHT,Unknown,https://images.ygoprodeck.com/images/cards_cropped/68670547.jpg,training_data_final/sampled_training_images/68670547.jpg,68670547.jpg,68670547.jpg
59707204,"Simorgh, Bird of Protection",Effect Monster,"When this card is Normal Summoned: You can target 1 card in your opponent's Spell & Trap Zone; return it to the hand. If this card is in your GY and your opponent controls no cards in their Spell & Trap Zone: You can Special Summon this card in Defense Position, but banish it when it leaves the field, also you cannot Special Summon monsters for the rest of this turn, except Winged Beast monsters. You can only use each effect of ""Simorgh, Bird of Protection"" once per turn.",1400,1000,4,Winged Beast,WIND,Simorgh,https://images.ygoprodeck.com/images/cards_cropped/59707204.jpg,training_data_final/sampled_training_images/59707204.jpg,59707204.jpg,59707204.jpg
81471108,ZW - Tornado Bringer,Effect Monster,"You can target 1 ""Utopia"" monster you control; equip this monster from your hand or your side of the field to that target. It gains 1300 ATK. While this card is equipped to a monster, your opponent cannot target that monster with card effects. If a monster equipped with this card would be destroyed by battle, destroy this card instead. You can only control 1 face-up ""ZW - Tornado Bringer"".",1300,1800,5,Dragon,WIND,Utopia,https://images.ygoprodeck.com/images/cards_cropped/81471108.jpg,training_data_final/sampled_training_images/81471108.jpg,81471108.jpg,81471108.jpg
61864793,Earthquake Giant,Effect Monster,"Once per turn, when the battle position of this card is changed, you can select 1 monster your opponent controls and change its battle position.",1600,2100,5,Rock,EARTH,Unknown,https://images.ygoprodeck.com/images/cards_cropped/61864793.jpg,training_data_final/sampled_training_images/61864793.jpg,61864793.jpg,61864793.jpg
34358408,Djinn Presider of Rituals,Effect Monster,"When you Ritual Summon a monster, you can banish this card from your Graveyard as 1 of the monsters required for the Ritual Summon. If the monster Ritual Summoned using this card destroys a monster by battle, the controller of the Ritual Monster draws 1 card.",1800,1400,4,Fiend,DARK,Djinn,https://images.ygoprodeck.com/images/cards_cropped/34358408.jpg,training_data_final/sampled_training_images/34358408.jpg,34358408.jpg,34358408.jpg
15605085,Genex Solar,Effect Monster,"You can Normal Summon this card by Tributing 1 ""Genex"" monster. Inflict 500 damage to your opponent each time a face-up ""Genex"" monster you control is sent to the Graveyard.",2500,1500,7,Machine,LIGHT,Genex,https://images.ygoprodeck.com/images/cards_cropped/15605085.jpg,training_data_final/sampled_training_images/15605085.jpg,15605085.jpg,15605085.jpg
73702909,Little Trooper,Effect Monster,If this card is destroyed by battle: You can Special Summon 1 Level 2 or lower Warrior-Type monster from your Deck in face-down Defense Position.,900,500,1,Warrior,EARTH,Unknown,https://images.ygoprodeck.com/images/cards_cropped/73702909.jpg,training_data_final/sampled_training_images/73702909.jpg,73702909.jpg,73702909.jpg
20758643,"Graff, Malebranche of the Burning Abyss",Effect Monster,"If you control a monster that is not a ""Burning Abyss"" monster, destroy this card. You can only use 1 of these effects of ""Graff, Malebranche of the Burning Abyss"" per turn, and only once that turn.
● If you control no Spell/Trap Cards: You can Special Summon this card from your hand.
● If this card is sent to the Graveyard: You can Special Summon 1 ""Burning Abyss"" monster from your Deck, except ""Graff, Malebranche of the Burning Abyss"".",1000,1500,3,Fiend,DARK,Burning Abyss,https://images.ygoprodeck.com/images/cards_cropped/20758643.jpg,training_data_final/sampled_training_images/20758643.jpg,20758643.jpg,20758643.jpg
3300267,Hieratic Dragon of Su,Effect Monster,"You can Special Summon this card (from your hand) by Tributing 1 ""Hieratic"" monster. Once per turn: You can Tribute 1 ""Hieratic"" monster, except this card, from your hand or your side of the field, to target 1 Spell/Trap Card your opponent controls; destroy that target. When this card is Tributed: Special Summon 1 Dragon-Type Normal Monster from your hand, Deck, or Graveyard, and make its ATK and DEF 0.",2200,1000,6,Dragon,LIGHT,Hieratic,https://images.ygoprodeck.com/images/cards_cropped/3300267.jpg,training_data_final/sampled_training_images/3300267.jpg,3300267.jpg,3300267.jpg
923596,Geargiarmor,Effect Monster,"Once per turn: You can change this card to face-down Defense Position. When this card is flipped face-up: You can add 1 ""Geargia"" monster from your Deck to your hand, except ""Geargiarmor"".",1100,1900,4,Machine,EARTH,Geargia,https://images.ygoprodeck.com/images/cards_cropped/923596.jpg,training_data_final/sampled_training_images/923596.jpg,923596.jpg,923596.jpg
43175027,Glacial Beast Blizzard Wolf,Effect Monster,"When a monster declares an attack: You can negate the attack, and if you do, Special Summon 1 Level 4 or lower WATER monster from your hand, except ""Glacial Beast Blizzard Wolf"". At the start of your opponent's Battle Phase, if this card is in your GY and you control no monsters: You can Special Summon this card in Attack Position, but banish it when it leaves the field. You can only use each effect of ""Glacial Beast Blizzard Wolf"" once per turn.",1400,700,4,Aqua,WATER,Glacial Beast,https://images.ygoprodeck.com/images/cards_cropped/43175027.jpg,training_data_final/sampled_training_images/43175027.jpg,43175027.jpg,43175027.jpg
