Passcode$Name$Status$Attribute$type$link$link_arrows$rank$pendulum_scale$level$attack$defense$spell_attribute$summoning_condition$pendulum_condition$card_text$card_supports$card_anti_supports$card_actions$effect_types$
21502796$Ryko, Lightsworn Hunter$$LIGHT$[Beast/effect]$$$$$2$200$100$$FLIP: Apply these effects (simultaneously).$$● You can destroy 1 card on the field.$$$$$
94243005$Chaos Zone$$SPELL$$$$$$$$$Field$$$Each time a monster(s) is banished, place 1 Chaos Counter on this card for each of those monsters. Once per turn: You can remove 4 or more Chaos Counters from your field, then target 1 banished monster with a Level equal to the number removed; Special Summon that target. When this card on the field is sent to the GY by your opponent's card effect: You can add 1 LIGHT or DARK monster from your Deck to your hand, whose Level is less than or equal to the number of Chaos Counters that were on this card.$$$$$
17655904$Burst Stream of Destruction$$SPELL$$$$$$$$$Normal$$$If you control "Blue-Eyes White Dragon": Destroy all monsters your opponent controls. "Blue-Eyes White Dragon" you control cannot attack the turn you activate this card.$$$$$
52684508$Inferno Fire Blast$$SPELL$$$$$$$$$Normal$$$Target 1 "Red-Eyes B. Dragon" in your Monster Zone; inflict damage to your opponent equal to its original ATK. "Red-Eyes B. Dragon" cannot attack the turn you activate this card.$$$$$
43973174$The Flute of Summoning Dragon$$SPELL$$$$$$$$$Normal$$$Special Summon up to 2 Dragon monsters from your hand. "Lord of D." must be on the field to activate and to resolve this effect.$$$$$
28596933$A Wingbeat of Giant Dragon$$SPELL$$$$$$$$$Normal$$$Return 1 Level 5 or higher Dragon-Type monster you control to the hand, and if you do, destroy all Spell and Trap Cards on the field.$$$$$
14087893$Book of Moon$$SPELL$$$$$$$$$Quick-Play$$$Target 1 face-up monster on the field; change that target to face-down Defense Position.$$$$$
98494543$Magical Stone Excavation$$SPELL$$$$$$$$$Normal$$$Discard 2 cards, then target 1 Spell in your GY; add it to your hand.$$$$$
58577036$Reasoning$$SPELL$$$$$$$$$Normal$$$Your opponent declares a monster Level from 1 to 12. Excavate cards from the top of your Deck until you excavate a monster that can be Normal Summoned/Set, then, if that monster is the same Level as the one declared by your opponent, send all excavated cards to the GY. If not, Special Summon the excavated monster, also send the remaining cards to the GY.$$$$$
43040603$Monster Gate$$SPELL$$$$$$$$$Normal$$$Tribute 1 monster; excavate cards from the top of your Deck until you excavate a monster that can be Normal Summoned/Set. Special Summon it, also send the other excavated cards to the GY.$$$$$
48712195$Card Trader$$SPELL$$$$$$$$$Continuous$$$Once per turn, during your Standby Phase: You can shuffle 1 card from your hand into the Deck; draw 1 card.$$$$$
9622164$D.D.R. - Different Dimension Reincarnation$$SPELL$$$$$$$$$Equip$$$Discard 1 card, then target 1 of your banished monsters; Special Summon it in Attack Position, and equip it with this card. When this card leaves the field, destroy the equipped monster.$$$$$
94886282$Charge of the Light Brigade$$SPELL$$$$$$$$$Normal$$$Send the top 3 cards of your Deck to the Graveyard; add 1 Level 4 or lower "Lightsworn" monster from your Deck to your hand.$$$$$
20638610$Dragon's Rebirth$$TRAP$$$$$$$$$Normal$$$Target 1 Dragon monster you control; banish that target, and if you do, Special Summon 1 Dragon monster from your hand or GY.$$$$$
80163754$Burst Breath$$TRAP$$$$$$$$$Normal$$$Tribute 1 Dragon-Type monster; destroy all face-up monsters on the field whose DEF is less than or equal to the ATK the Tributed monster had on the field.$$$$$
97077563$Call of the Haunted$$TRAP$$$$$$$$$Continuous$$$Activate this card by targeting 1 monster in your GY; Special Summon that target in Attack Position. When this card leaves the field, destroy that monster. When that monster is destroyed, destroy this card.$$$$$
36261276$Interdimensional Matter Transporter$$TRAP$$$$$$$$$Normal$$$Target 1 face-up monster you control; banish that target until the End Phase.$$$$$
31550470$Escape from the Dark Dimension$$TRAP$$$$$$$$$Continuous$$$Target 1 of your banished DARK monsters; Special Summon that target. When this card leaves the field, destroy that target, and if you do, banish it. When that target is destroyed, destroy this card.$$$$$
